"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WESF","WESF_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-01-25",,,,,,,,,"0.00",",,7,0730",,,"0.0",",,7","0.0",",,7",,,"57",",,7","32",",,7","32",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-01-26",,,,,,,,,"0.00",",,7,0730",,,"0.0",",,7","0.0",",,7",,,"59",",,7","32",",,7","44",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-01-27",,,,,,,,,"0.00",",,7,0730",,,"0.0",",,7","0.0",",,7",,,"63",",,7","44",",,7","54",",,7,0730",,,,,,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-01-28",,,,,,,,,"0.05",",,7,0730",,,"0.0",",,7","0.0",",,7",,,"63",",,7","45",",,7","45",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-01-29",,,,,,,,,"0.00",",,7,0730",,,"0.0",",,7","0.0",",,7",,,"65",",,7","37",",,7","37",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-01-30",,,,,,,,,"0.00",",,7,0730",,,"0.0",",,7","0.0",",,7",,,"62",",,7","34",",,7","34",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-01-31",,,,,,,,,"0.00",",,7,0730",,,"0.0",",,7","0.0",",,7",,,"59",",,7","33",",,7","41",",,7,0730",,,,,,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-02-01",,,,,,,,,"0.00",",,7,0730",,,"0.0",",,7","0.0",",,7",,,"66",",,7","41",",,7","48",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-02-02",,,,,,,,,"0.00",",,7,0730",,,"0.0",",,7","0.0",",,7",,,"68",",,7","40",",,7","40",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-02-03",,,,,,,,,"0.06",",,7,0730",,,"0.0",",,7","0.0",",,7",,,"52",",,7","39",",,7","39",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-02-04",,,,,,,,,"0.02",",,7,0730",,,"0.0",",,7","0.0",",,7",,,"49",",,7","39",",,7","39",",,7,0730",,,,,,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-02-05",,,,,,,,,"0.00",",,7,0730",,,"0.0",",,7","0.0",",,7",,,"73",",,7","37",",,7","37",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-02-06",,,,,,,,,"0.01",",,7,0730",,,"0.0",",,7","0.0",",,7",,,"49",",,7","37",",,7","44",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-02-07",,,,,,,,,"0.10",",,7,0730",,,"0.0",",,7","0.0",",,7",,,"44",",,7","34",",,7","35",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-02-08",,,,,,,,,"0.00",",,7,0730",,,"0.0",",,7","0.0",",,7",,,"43",",,7","33",",,7","33",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-02-09",,,,,,,,,"0.00",",,7,0730",,,"0.0",",,7","0.0",",,7",,,"52",",,7","33",",,7","45",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-02-10",,,,,,,,,"0.10",",,7,0730",,,"0.0",",,7","0.0",",,7",,,"55",",,7","45",",,7","51",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-02-11",,,,,,,,,"0.02",",,7,0730",,,"0.0",",,7","0.0",",,7",,,"56",",,7","31",",,7","31",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-02-12",,,,,,,,,"0.06",",,7,0730",,,"0.0",",,7","0.0",",,7",,,"38",",,7","30",",,7","31",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-02-13",,,,,,,,,"0.03",",,7,0730",,,"0.0",",,7","0.0",",,7",,,"39",",,7","31",",,7","36",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-02-14",,,,,,,,,"0.07",",,7,0730",,,"0.0",",,7","0.0",",,7",,,"42",",,7","36",",,7","42",",,7,0730",,,,,,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-02-15",,,,,,,,,"0.03",",,7,0730",,,"0.0",",,7","0.0",",,7",,,"65",",,7","42",",,7","59",",,7,0730",,,,,,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-02-16",,,,,,,,,"0.00",",,7,0730",,,"0.0",",,7","0.0",",,7",,,"74",",,7","54",",,7","55",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-02-17",,,,,,,,,"0.02",",,7,0730",,,"0.0",",,7","0.0",",,7",,,"71",",,7","46",",,7","46",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-02-18",,,,,,,,,,,,,"0.0",",,7","0.0",",,7",,,"55",",,7","44",",,7","45",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-02-19",,,,,,,,,,,,,"0.0",",,7","0.0",",,7",,,"74",",,7","45",",,7","63",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-02-20",,,,,,,,,,,,,"0.0",",,7","0.0",",,7",,,"80",",,7","63",",,7","64",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-02-21",,,,,,,,,,,,,"0.0",",,7","0.0",",,7",,,"68",",,7","39",",,7","39",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-02-22",,,,,,,,,,,,,"0.0",",,7","0.0",",,7",,,"39",",,7","35",",,7","35",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-02-23",,,,,,,,,,,,,"0.0",",,7","0.0",",,7",,,"40",",,7","34",",,7","39",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-02-24",,,,,,,,,,,,,"0.0",",,7","0.0",",,7",,,"64",",,7","39",",,7","63",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-02-25",,,,,,,,,,,,,"0.0",",,7","0.0",",,7",,,"72",",,7","50",",,7","50",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-02-26",,,"    9",",,7","1.01",",,7",,,,,,,"0.0",",,7","0.0",",,7",,,"59",",,7","43",",,7","43",",,7,0730",,,,,,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-02-27",,,,,,,,,"0.02",",,7,0730",,,"0.0",",,7","0.0",",,7",,,"65",",,7","42",",,7","54",",,7,0730",,,,,,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-02-28",,,,,,,,,"0.00",",,7,0730",,,"0.0",",,7","0.0",",,7",,,"80",",,7","54",",,7","62",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-03-01",,,,,,,,,"0.00",",,7,0730",,,"0.0",",,7","0.0",",,7",,,"83",",,7","55",",,7","55",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-03-02",,,,,,,,,"0.00",",,7,0730",,,"0.0",",,7","0.0",",,7",,,"66",",,7","45",",,7","47",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-03-03",,,,,,,,,"0.00",",,7,0730",,,"0.0",",,7","0.0",",,7",,,"73",",,7","45",",,7","47",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-03-04",,,,,,,,,"0.03",",,7,0730",,,"0.0",",,7","0.0",",,7",,,"69",",,7","47",",,7","59",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-03-05",,,,,,,,,"0.03",",,7,0730",,,"0.0",",,7","0.0",",,7",,,"80",",,7","59",",,7","64",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-03-06",,,,,,,,,"0.00",",,7,0730",,,"0.0",",,7","0.0",",,7",,,"84",",,7","45",",,7","45",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-03-07",,,,,,,,,"0.00",",,7,0730",,,"0.0",",,7","0.0",",,7",,,"70",",,7","42",",,7","42",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-03-08",,,,,,,,,"0.00",",,7,0730",,,"0.0",",,7","0.0",",,7",,,"61",",,7","42",",,7","42",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-03-09",,,,,,,,,"0.00",",,7,0730",,,"0.0",",,7","0.0",",,7",,,"65",",,7","42",",,7","48",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-03-10",,,,,,,,,"0.00",",,7,0730",,,"0.0",",,7","0.0",",,7",,,"69",",,7","48",",,7","59",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-03-11",,,,,,,,,"0.00",",,7,0730",,,"0.0",",,7","0.0",",,7",,,"89",",,7","59",",,7","60",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-03-12",,,,,,,,,"0.00",",,7,0730",,,"0.0",",,7","0.0",",,7",,,"63",",,7","41",",,7","41",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-03-13",,,,,,,,,"0.00",",,7,0730",,,"0.0",",,7","0.0",",,7",,,"63",",,7","39",",,7","39",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-03-14",,,,,,,,,"0.00",",,7,0730",,,"0.0",",,7","0.0",",,7",,,"64",",,7","38",",,7","38",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-03-15",,,,,,,,,"0.00",",,7,0730",,,"0.0",",,7","0.0",",,7",,,"67",",,7","38",",,7","42",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-03-16",,,,,,,,,"0.00",",,7,0730",,,"0.0",",,7","0.0",",,7",,,"70",",,7","41",",,7","60",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-03-17",,,,,,,,,"0.00",",,7,0730",,,"0.0",",,7","0.0",",,7",,,"88",",,7","60",",,7","62",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-03-18",,,,,,,,,"0.05",",,7,0730",,,"0.0",",,7","0.0",",,7",,,"84",",,7","62",",,7","62",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-03-19",,,,,,,,,"0.03",",,7,0730",,,"0.0",",,7","0.0",",,7",,,"84",",,7","53",",,7","53",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-03-20",,,,,,,,,"0.00",",,7,0730",,,"0.0",",,7","0.0",",,7",,,"83",",,7","44",",,7","44",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-03-21",,,,,,,,,"0.00",",,7,0730",,,"0.0",",,7","0.0",",,7",,,"69",",,7","40",",,7","40",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-03-22",,,,,,,,,"0.00",",,7,0730",,,"0.0",",,7","0.0",",,7",,,"76",",,7","40",",,7","44",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-03-23",,,,,,,,,"0.00",",,7,0730",,,"0.0",",,7","0.0",",,7",,,"80",",,7","44",",,7","54",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-03-24",,,,,,,,,"0.00",",,7,0730",,,"0.0",",,7","0.0",",,7",,,"80",",,7","54",",,7","62",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-03-25",,,,,,,,,"0.00",",,7,0730",,,"0.0",",,7","0.0",",,7",,,"84",",,7","62",",,7","62",",,7,0730",,,,,,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-03-26",,,,,,,,,"0.00","T,,7,0730",,,"0.0",",,7","0.0",",,7",,,"74",",,7","61",",,7","63",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-03-27",,,,,,,,,"0.00",",,7,0730",,,"0.0",",,7","0.0",",,7",,,"86",",,7","63",",,7","63",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-03-28",,,,,,,,,"3.32",",,7,0730",,,"0.0",",,7","0.0",",,7",,,"82",",,7","52",",,7","53",",,7,0730",,,,,,,,,,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-03-29",,,,,,,,,"1.05",",,7,0730",,,"0.0",",,7","0.0",",,7",,,"65",",,7","50",",,7","52",",,7,0730",,,,,,,,,,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-03-30",,,,,,,,,"0.00",",,7,0730",,,"0.0",",,7","0.0",",,7",,,"84",",,7","48",",,7","48",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-03-31",,,,,,,,,"0.00",",,7,0730",,,"0.0",",,7","0.0",",,7",,,"69",",,7","48",",,7","53",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-04-02",,,,,,,,,"0.00",",,H,0730",,,,,,,,,"84",",,H","51",",,H","51",",,H,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-04-03",,,,,,,,,"0.00",",,H,0730",,,,,,,,,"84",",,H","50",",,H","63",",,H,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-04-04",,,,,,,,,"0.00",",,H,0730",,,,,,,,,"82",",,H","44",",,H","44",",,H,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-04-05",,,,,,,,,"0.00",",,H,0730",,,,,,,,,"64",",,H","43",",,H","49",",,H,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-04-06",,,,,,,,,"0.00",",,H,0730",,,,,,,,,"76",",,H","49",",,H","65",",,H,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-04-07",,,,,,,,,"0.43",",,H,0730",,,,,,,,,"85",",,H","44",",,H","44",",,H,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-04-08",,,,,,,,,"0.01",",,H,0730",,,,,,,,,"44",",,H","37",",,H","38",",,H,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-04-09",,,,,,,,,"0.00",",,H,0730",,,,,,,,,"58",",,H","38",",,H","47",",,H,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-04-10",,,,,,,,,"0.00",",,H,0730",,,,,,,,,"58",",,H","44",",,H","45",",,H,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-04-11",,,,,,,,,"0.00",",,H,0730",,,,,,,,,"72",",,H","41",",,H","41",",,H,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-04-12",,,,,,,,,"0.00",",,H,0730",,,,,,,,,"81",",,H","41",",,H","59",",,H,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-04-13",,,,,,,,,"0.00",",,H,0730",,,,,,,,,"84",",,H","59",",,H","68",",,H,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-04-14",,,,,,,,,"0.05",",,H,0730",,,,,,,,,"85",",,H","50",",,H","50",",,H,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-04-15",,,,,,,,,"0.00",",,H,0730",,,,,,,,,"66",",,H","40",",,H","41",",,H,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-04-16",,,,,,,,,"0.00",",,H,0730",,,,,,,,,"73",",,H","41",",,H","41",",,H,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-04-17",,,,,,,,,"0.00",",,H,0730",,,,,,,,,"83",",,H","41",",,H","51",",,H,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-04-18",,,,,,,,,"0.00",",,H,0730",,,,,,,,,"84",",,H","51",",,H","61",",,H,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-04-19",,,,,,,,,"0.00",",,H,0730",,,,,,,,,"82",",,H","51",",,H","51",",,H,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-04-20",,,,,,,,,"0.00",",,H,0730",,,,,,,,,"75",",,H","47",",,H","48",",,H,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-04-21",,,,,,,,,"0.01",",,H,0730",,,,,,,,,"64",",,H","48",",,H","52",",,H,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-04-22",,,,,,,,,"0.02",",,H,0730",,,,,,,,,"67",",,H","46",",,H","48",",,H,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-04-23",,,,,,,,,"0.00",",,H,0730",,,,,,,,,"75",",,H","45",",,H","46",",,H,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-04-24",,,,,,,,,"0.00",",,H,0730",,,,,,,,,"84",",,H","46",",,H","49",",,H,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-04-25",,,,,,,,,"0.00",",,H,0730",,,,,,,,,"85",",,H","49",",,H","53",",,H,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-04-26",,,,,,,,,"0.35",",,H,0730",,,,,,,,,"86",",,H","44",",,H","44",",,H,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-04-27",,,,,,,,,"0.00",",,H,0730",,,,,,,,,"74",",,H","44",",,H","50",",,H,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-04-28",,,,,,,,,"0.00",",,H,0730",,,,,,,,,"78",",,H","49",",,H","50",",,H,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-04-29",,,,,,,,,"0.00",",,H,0730",,,,,,,,,"85",",,H","50",",,H","50",",,H,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-04-30",,,,,,,,,"0.00",",,H,0730",,,,,,,,,"82",",,H","50",",,H","58",",,H,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410431","AUSTIN 6 S, TX US","30.2247","-97.7327","173.7","2018-05-01",,,,,,,,,"0.00","T,,7,0730",,,"0.0",",,7","0.0",",,7",,,"77",",,7","58",",,7","65",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
